doy	hr	lai_up	lai_down
59	4.5	1	0
59	5.5	1	0
59	6.5	1	0
59	7.5	1	0
59	8.5	1	0
59	9.5	1	0
59	10.5	1	0
59	11.5	1	0
59	12.5	1	0
59	13.5	1	0
59	14.5	1	0
59	15.5	1	0
59	16.5	1	0
59	17.5	1	0
59	18.5	1	0
59	19.5	1	0
59	20.5	1	0
59	21.5	1	0
59	22.5	1	0
59	23.5	1	0
60	0.5	1	0
60	1.5	1	0
60	2.5	1	0
60	3.5	1	0
60	4.5	1	0
60	5.5	1	0
60	6.5	1	0
60	7.5	1	0
60	8.5	1	0
60	9.5	1	0
60	10.5	1	0
60	11.5	1	0
60	12.5	1	0
60	13.5	1	0
60	14.5	1	0
60	15.5	1	0
60	16.5	1	0
60	17.5	1	0
60	18.5	1	0
60	19.5	1	0
60	20.5	1	0
60	21.5	1	0
60	22.5	1	0
60	23.5	1	0
61	0.5	1	0
61	1.5	1	0
61	2.5	1	0
61	3.5	1	0
61	4.5	1	0
61	5.5	1	0
61	6.5	1	0
61	7.5	1	0
61	8.5	1	0
61	9.5	1	0
61	10.5	1	0
61	11.5	1	0
61	12.5	1	0
61	13.5	1	0
61	14.5	1	0
61	15.5	1	0
61	16.5	1	0
61	17.5	1	0
61	18.5	1	0
61	19.5	1	0
61	20.5	1	0
61	21.5	1	0
61	22.5	1	0
61	23.5	1	0
62	0.5	1	0
62	1.5	1	0
62	2.5	1	0
62	3.5	1	0
62	4.5	1	0
62	5.5	1	0
62	6.5	1	0
62	7.5	1	0
62	8.5	1	0
62	9.5	1	0
62	10.5	1	0
62	11.5	1	0
62	12.5	1	0
62	13.5	1	0
62	14.5	1	0
62	15.5	1	0
62	16.5	1	0
62	17.5	1	0
62	18.5	1	0
62	19.5	1	0
62	20.5	1	0
62	21.5	1	0
62	22.5	1	0
62	23.5	1	0
63	0.5	1	0
63	1.5	1	0
63	2.5	1	0
63	3.5	1	0
63	4.5	1	0
63	5.5	1	0
63	6.5	1	0
63	7.5	1	0
63	8.5	1	0
63	9.5	1	0
63	10.5	1	0
63	11.5	1	0
63	12.5	1	0
63	13.5	1	0
63	14.5	1	0
63	15.5	1	0
63	16.5	1	0
63	17.5	1	0
63	18.5	1	0
63	19.5	1	0
63	20.5	1	0
63	21.5	1	0
63	22.5	1	0
63	23.5	1	0
64	0.5	1	0
64	1.5	1	0
64	2.5	1	0
64	3.5	1	0
64	4.5	1	0
64	5.5	1	0
64	6.5	1	0
64	7.5	1	0
64	8.5	1	0
64	9.5	1	0
64	10.5	1	0
64	11.5	1	0
64	12.5	1	0
64	13.5	1	0
64	14.5	1	0
64	15.5	1	0
64	16.5	1	0
64	17.5	1	0
64	18.5	1	0
64	19.5	1	0
64	20.5	1	0
64	21.5	1	0
64	22.5	1	0
64	23.5	1	0
65	0.5	1	0
65	1.5	1	0
65	2.5	1	0
65	3.5	1	0
65	4.5	1	0
65	5.5	1	0
65	6.5	1	0
65	7.5	1	0
65	8.5	1	0
65	9.5	1	0
65	10.5	1	0
65	11.5	1	0
65	12.5	1	0
65	13.5	1	0
65	14.5	1	0
65	15.5	1	0
65	16.5	1	0
65	17.5	1	0
65	18.5	1	0
65	19.5	1	0
65	20.5	1	0
65	21.5	1	0
65	22.5	1	0
65	23.5	1	0
66	0.5	1	0
66	1.5	1	0
66	2.5	1	0
66	3.5	1	0
66	4.5	1	0
66	5.5	1	0
66	6.5	1	0
66	7.5	1	0
66	8.5	1	0
66	9.5	1	0
66	10.5	1	0
66	11.5	1	0
66	12.5	1	0
66	13.5	1	0
66	14.5	1	0
66	15.5	1	0
66	16.5	1	0
66	17.5	1	0
66	18.5	1	0
66	19.5	1	0
66	20.5	1	0
66	21.5	1	0
66	22.5	1	0
66	23.5	1	0
67	0.5	1	0
67	1.5	1	0
67	2.5	1	0
67	3.5	1	0
67	4.5	1	0
67	5.5	1	0
67	6.5	1	0
67	7.5	1	0
67	8.5	1	0
67	9.5	1	0
67	10.5	1	0
67	11.5	1	0
67	12.5	1	0
67	13.5	1	0
67	14.5	1	0
67	15.5	1	0
67	16.5	1	0
67	17.5	1	0
67	18.5	1	0
67	19.5	1	0
67	20.5	1	0
67	21.5	1	0
67	22.5	1	0
67	23.5	1	0
68	0.5	1	0
68	1.5	1	0
68	2.5	1	0
68	3.5	1	0
68	4.5	1	0
68	5.5	1	0
68	6.5	1	0
68	7.5	1	0
68	8.5	1	0
68	9.5	1	0
68	10.5	1	0
68	11.5	1	0
68	12.5	1	0
68	13.5	1	0
68	14.5	1	0
68	15.5	1	0
68	16.5	1	0
68	17.5	1	0
68	18.5	1	0
68	19.5	1	0
68	20.5	1	0
68	21.5	1	0
68	22.5	1	0
68	23.5	1	0
69	0.5	1	0
69	1.5	1	0
69	2.5	1	0
69	3.5	1	0
69	4.5	1	0
69	5.5	1	0
69	6.5	1	0
69	7.5	1	0
69	8.5	1	0
69	9.5	1	0
69	10.5	1	0
69	11.5	1	0
69	12.5	1	0
69	13.5	1	0
69	14.5	1	0
69	15.5	1	0
69	16.5	1	0
69	17.5	1	0
69	18.5	1	0
69	19.5	1	0
69	20.5	1	0
69	21.5	1	0
69	22.5	1	0
69	23.5	1	0
70	0.5	1	0
70	1.5	1	0
70	2.5	1	0
70	3.5	1	0
70	4.5	1	0
70	5.5	1	0
70	6.5	1	0
70	7.5	1	0
70	8.5	1	0
70	9.5	1	0
70	10.5	1	0
70	11.5	1	0
70	12.5	1	0
70	13.5	1	0
70	14.5	1	0
70	15.5	1	0
70	16.5	1	0
70	17.5	1	0
70	18.5	1	0
70	19.5	1	0
70	20.5	1	0
70	21.5	1	0
70	22.5	1	0
70	23.5	1	0
71	0.5	1	0
71	1.5	1	0
71	2.5	1	0
71	3.5	1	0
71	4.5	1	0
71	5.5	1	0
71	6.5	1	0
71	7.5	1	0
71	8.5	1	0
71	9.5	1	0
71	10.5	1	0
71	11.5	1	0
71	12.5	1	0
71	13.5	1	0
71	14.5	1	0
71	15.5	1	0
71	16.5	1	0
71	17.5	1	0
71	18.5	1	0
71	19.5	1	0
71	20.5	1	0
71	21.5	1	0
71	22.5	1	0
71	23.5	1	0
72	0.5	1	0
72	1.5	1	0
72	2.5	1	0
72	3.5	1	0
72	4.5	1	0
72	5.5	1	0
72	6.5	1	0
72	7.5	1	0
72	8.5	1	0
72	9.5	1	0
72	10.5	1	0
72	11.5	1	0
72	12.5	1	0
72	13.5	1	0
72	14.5	1	0
72	15.5	1	0
72	16.5	1	0
72	17.5	1	0
72	18.5	1	0
72	19.5	1	0
72	20.5	1	0
72	21.5	1	0
72	22.5	1	0
72	23.5	1	0
73	0.5	1	0
73	1.5	1	0
73	2.5	1	0
73	3.5	1	0
73	4.5	1	0
73	5.5	1	0
73	6.5	1	0
73	7.5	1	0
73	8.5	1	0
73	9.5	1	0
73	10.5	1	0
73	11.5	1	0
73	12.5	1	0
73	13.5	1	0
73	14.5	1	0
73	15.5	1	0
73	16.5	1	0
73	17.5	1	0
73	18.5	1	0
73	19.5	1	0
73	20.5	1	0
73	21.5	1	0
73	22.5	1	0
73	23.5	1	0
74	0.5	1	0
74	1.5	1	0
74	2.5	1	0
74	3.5	1	0
74	4.5	1	0
74	5.5	1	0
74	6.5	1	0
74	7.5	1	0
74	8.5	1	0
74	9.5	1	0
74	10.5	1	0
74	11.5	1	0
74	12.5	1	0
74	13.5	1	0
74	14.5	1	0
74	15.5	1	0
74	16.5	1	0
74	17.5	1	0
74	18.5	1	0
74	19.5	1	0
74	20.5	1	0
74	21.5	1	0
74	22.5	1	0
74	23.5	1	0
75	0.5	1	0
75	1.5	1	0
75	2.5	1	0
75	3.5	1	0
75	4.5	1	0
75	5.5	1	0
75	6.5	1	0
75	7.5	1	0
75	8.5	1	0
75	9.5	1	0
75	10.5	1	0
75	11.5	1	0
75	12.5	1	0
75	13.5	1	0
75	14.5	1	0
75	15.5	1	0
75	16.5	1	0
75	17.5	1	0
75	18.5	1	0
75	19.5	1	0
75	20.5	1	0
75	21.5	1	0
75	22.5	1	0
75	23.5	1	0
76	0.5	1	0
76	1.5	1	0
76	2.5	1	0
76	3.5	1	0
76	4.5	1	0
76	5.5	1	0
76	6.5	1	0
76	7.5	1	0
76	8.5	1	0
76	9.5	1	0
76	10.5	1	0
76	11.5	1	0
76	12.5	1	0
76	13.5	1	0
76	14.5	1	0
76	15.5	1	0
76	16.5	1	0
76	17.5	1	0
76	18.5	1	0
76	19.5	1	0
76	20.5	1	0
76	21.5	1	0
76	22.5	1	0
76	23.5	1	0
77	0.5	1	0
77	1.5	1	0
77	2.5	1	0
77	3.5	1	0
77	4.5	1	0
77	5.5	1	0
77	6.5	1	0
77	7.5	1	0
77	8.5	1	0
77	9.5	1	0
77	10.5	1	0
77	11.5	1	0
77	12.5	1	0
77	13.5	1	0
77	14.5	1	0
77	15.5	1	0
77	16.5	1	0
77	17.5	1	0
77	18.5	1	0
77	19.5	1	0
77	20.5	1	0
77	21.5	1	0
77	22.5	1	0
77	23.5	1	0
78	0.5	1	0
78	1.5	1	0
78	2.5	1	0
78	3.5	1	0
78	4.5	1	0
78	5.5	1	0
78	6.5	1	0
78	7.5	1	0
78	8.5	1	0
78	9.5	1	0
78	10.5	1	0
78	11.5	1	0
78	12.5	1	0
78	13.5	1	0
78	14.5	1	0
78	15.5	1	0
78	16.5	1	0
78	17.5	1	0
78	18.5	1	0
78	19.5	1	0
78	20.5	1	0
78	21.5	1	0
78	22.5	1	0
78	23.5	1	0
79	0.5	1	0
79	1.5	1	0
79	2.5	1	0
79	3.5	1	0
79	4.5	1	0
79	5.5	1	0
79	6.5	1	0
79	7.5	1	0
79	8.5	1	0
79	9.5	1	0
79	10.5	1	0
79	11.5	1	0
79	12.5	1	0
79	13.5	1	0
79	14.5	1	0
79	15.5	1	0
79	16.5	1	0
79	17.5	1	0
79	18.5	1	0
79	19.5	1	0
79	20.5	1	0
79	21.5	1	0
79	22.5	1	0
79	23.5	1	0
80	0.5	1	0
80	1.5	1	0
80	2.5	1	0
80	3.5	1	0
80	4.5	1	0
80	5.5	1	0
80	6.5	1	0
80	7.5	1	0
80	8.5	1	0
80	9.5	1	0
80	10.5	1	0
80	11.5	1	0
80	12.5	1	0
80	13.5	1	0
80	14.5	1	0
80	15.5	1	0
80	16.5	1	0
80	17.5	1	0
80	18.5	1	0
80	19.5	1	0
80	20.5	1	0
80	21.5	1	0
80	22.5	1	0
80	23.5	1	0
81	0.5	1	0
81	1.5	1	0
81	2.5	1	0
81	3.5	1	0
81	4.5	1	0
81	5.5	1	0
81	6.5	1	0
81	7.5	1	0
81	8.5	1	0
81	9.5	1	0
81	10.5	1	0
81	11.5	1	0
81	12.5	1	0
81	13.5	1	0
81	14.5	1	0
81	15.5	1	0
81	16.5	1	0
81	17.5	1	0
81	18.5	1	0
81	19.5	1	0
81	20.5	1	0
81	21.5	1	0
81	22.5	1	0
81	23.5	1	0
82	0.5	1	0
82	1.5	1	0
82	2.5	1	0
82	3.5	1	0
82	4.5	1	0
82	5.5	1	0
82	6.5	1	0
82	7.5	1	0
82	8.5	1	0
82	9.5	1	0
82	10.5	1	0
82	11.5	1	0
82	12.5	1	0
82	13.5	1	0
82	14.5	1	0
82	15.5	1	0
82	16.5	1	0
82	17.5	1	0
82	18.5	1	0
82	19.5	1	0
82	20.5	1	0
82	21.5	1	0
82	22.5	1	0
82	23.5	1	0
83	0.5	1	0
83	1.5	1	0
83	2.5	1	0
83	3.5	1	0
83	4.5	1	0
83	5.5	1	0
83	6.5	1	0
83	7.5	1	0
83	8.5	1	0
83	9.5	1	0
83	10.5	1	0
83	11.5	1	0
83	12.5	1	0
83	13.5	1	0
83	14.5	1	0
83	15.5	1	0
83	16.5	1	0
83	17.5	1	0
83	18.5	1	0
83	19.5	1	0
83	20.5	1	0
83	21.5	1	0
83	22.5	1	0
83	23.5	1	0
84	0.5	1	0
84	1.5	1	0
84	2.5	1	0
84	3.5	1	0
84	4.5	1	0
84	5.5	1	0
84	6.5	1	0
84	7.5	1	0
84	8.5	1	0
84	9.5	1	0
84	10.5	1	0
84	11.5	1	0
84	12.5	1	0
84	13.5	1	0
84	14.5	1	0
84	15.5	1	0
84	16.5	1	0
84	17.5	1	0
84	18.5	1	0
84	19.5	1	0
84	20.5	1	0
84	21.5	1	0
84	22.5	1	0
84	23.5	1	0
85	0.5	1	0
85	1.5	1	0
85	2.5	1	0
85	3.5	1	0
85	4.5	1	0
85	5.5	1	0
85	6.5	1	0
85	7.5	1	0
85	8.5	1	0
85	9.5	1	0
85	10.5	1	0
85	11.5	1	0
85	12.5	1	0
85	13.5	1	0
85	14.5	1	0
85	15.5	1	0
85	16.5	1	0
85	17.5	1	0
85	18.5	1	0
85	19.5	1	0
85	20.5	1	0
85	21.5	1	0
85	22.5	1	0
85	23.5	1	0
86	0.5	1	0
86	1.5	1	0
86	2.5	1	0
86	3.5	1	0
86	4.5	1	0
86	5.5	1	0
86	6.5	1	0
86	7.5	1	0
86	8.5	1	0
86	9.5	1	0
86	10.5	1	0
86	11.5	1	0
86	12.5	1	0
86	13.5	1	0
86	14.5	1	0
86	15.5	1	0
86	16.5	1	0
86	17.5	1	0
86	18.5	1	0
86	19.5	1	0
86	20.5	1	0
86	21.5	1	0
86	22.5	1	0
86	23.5	1	0
87	0.5	1	0
87	1.5	1	0
87	2.5	1	0
87	3.5	1	0
87	4.5	1	0
87	5.5	1	0
87	6.5	1	0
87	7.5	1	0
87	8.5	1	0
87	9.5	1	0
87	10.5	1	0
87	11.5	1	0
87	12.5	1	0
87	13.5	1	0
87	14.5	1	0
87	15.5	1	0
87	16.5	1	0
87	17.5	1	0
87	18.5	1	0
87	19.5	1	0
87	20.5	1	0
87	21.5	1	0
87	22.5	1	0
87	23.5	1	0
88	0.5	1	0
88	1.5	1	0
88	2.5	1	0
88	3.5	1	0
88	4.5	1	0
88	5.5	1	0
88	6.5	1	0
88	7.5	1	0
88	8.5	1	0
88	9.5	1	0
88	10.5	1	0
88	11.5	1	0
88	12.5	1	0
88	13.5	1	0
88	14.5	1	0
88	15.5	1	0
88	16.5	1	0
88	17.5	1	0
88	18.5	1	0
88	19.5	1	0
88	20.5	1	0
88	21.5	1	0
88	22.5	1	0
88	23.5	1	0
89	0.5	1	0
89	1.5	1	0
89	2.5	1	0
89	3.5	1	0
89	4.5	1	0
89	5.5	1	0
89	6.5	1	0
89	7.5	1	0
89	8.5	1	0
89	9.5	1	0
89	10.5	1	0
89	11.5	1	0
89	12.5	1	0
89	13.5	1	0
89	14.5	1	0
89	15.5	1	0
89	16.5	1	0
89	17.5	1	0
89	18.5	1	0
89	19.5	1	0
89	20.5	1	0
89	21.5	1	0
89	22.5	1	0
89	23.5	1	0
90	0.5	1	0
90	1.5	1	0
90	2.5	1	0
90	3.5	1	0
90	4.5	1	0
90	5.5	1	0
90	6.5	1	0
90	7.5	1	0
90	8.5	1	0
90	9.5	1	0
90	10.5	1	0
90	11.5	1	0
90	12.5	1	0
90	13.5	1	0
90	14.5	1	0
90	15.5	1	0
90	16.5	1	0
90	17.5	1	0
90	18.5	1	0
90	19.5	1	0
90	20.5	1	0
90	21.5	1	0
90	22.5	1	0
90	23.5	1	0
91	0.5	1	0
91	1.5	1	0
91	2.5	1	0
91	3.5	1	0
91	4.5	1	0
91	5.5	1	0
91	6.5	1	0
91	7.5	1	0
91	8.5	1	0
91	9.5	1	0
91	10.5	1	0
91	11.5	1	0
91	12.5	1	0
91	13.5	1	0
91	14.5	1	0
91	15.5	1	0
91	16.5	1	0.01
91	17.5	1	0.01
91	18.5	1	0.01
91	19.5	1	0.01
91	20.5	1	0.01
91	21.5	1	0.01
91	22.5	1	0.01
91	23.5	1	0.02
92	0.5	1	0.02
92	1.5	1	0.02
92	2.5	1	0.02
92	3.5	1	0.02
92	4.5	1	0.02
92	5.5	1	0.02
92	6.5	1	0.02
92	7.5	1	0.03
92	8.5	1	0.03
92	9.5	1	0.03
92	10.5	1	0.03
92	11.5	1	0.03
92	12.5	1	0.03
92	13.5	1	0.03
92	14.5	1	0.04
92	15.5	1	0.04
92	16.5	1	0.04
92	17.5	1	0.04
92	18.5	1	0.04
92	19.5	1	0.04
92	20.5	1	0.04
92	21.5	1	0.04
92	22.5	1	0.05
92	23.5	1	0.05
93	0.5	1	0.05
93	1.5	1	0.05
93	2.5	1	0.05
93	3.5	1	0.05
93	4.5	1	0.05
93	5.5	1	0.06
93	6.5	1	0.06
93	7.5	1	0.06
93	8.5	1	0.06
93	9.5	1	0.06
93	10.5	1	0.06
93	11.5	1	0.06
93	12.5	1	0.07
93	13.5	1	0.07
93	14.5	1	0.07
93	15.5	1	0.07
93	16.5	1	0.07
93	17.5	1	0.07
93	18.5	1	0.07
93	19.5	1	0.07
93	20.5	1	0.08
93	21.5	1	0.08
93	22.5	1	0.08
93	23.5	1	0.08
94	0.5	1	0.08
94	1.5	1	0.08
94	2.5	1	0.08
94	3.5	1	0.09
94	4.5	1	0.09
94	5.5	1	0.09
94	6.5	1	0.09
94	7.5	1	0.09
94	8.5	1	0.09
94	9.5	1	0.09
94	10.5	1	0.09
94	11.5	1	0.1
94	12.5	1	0.1
94	13.5	1	0.1
94	14.5	1	0.1
94	15.5	1	0.1
94	16.5	1	0.1
94	17.5	1	0.1
94	18.5	1	0.11
94	19.5	1	0.11
94	20.5	1	0.11
94	21.5	1	0.11
94	22.5	1	0.11
94	23.5	1	0.11
95	0.5	1	0.11
95	1.5	1	0.11
95	2.5	1	0.12
95	3.5	1	0.12
95	4.5	1	0.12
95	5.5	1	0.12
95	6.5	1	0.12
95	7.5	1	0.12
95	8.5	1	0.12
95	9.5	1	0.13
95	10.5	1	0.13
95	11.5	1	0.13
95	12.5	1	0.13
95	13.5	1	0.13
95	14.5	1	0.13
95	15.5	1	0.13
95	16.5	1	0.13
95	17.5	1	0.14
95	18.5	1	0.14
95	19.5	1	0.14
95	20.5	1	0.14
95	21.5	1	0.14
95	22.5	1	0.14
95	23.5	1	0.14
96	0.5	1	0.15
96	1.5	1	0.15
96	2.5	1	0.15
96	3.5	1	0.15
96	4.5	1	0.15
96	5.5	1	0.15
96	6.5	1	0.15
96	7.5	1	0.15
96	8.5	1	0.16
96	9.5	1	0.16
96	10.5	1	0.16
96	11.5	1	0.16
96	12.5	1	0.16
96	13.5	1	0.16
96	14.5	1	0.16
96	15.5	1	0.17
96	16.5	1	0.17
96	17.5	1	0.17
96	18.5	1	0.17
96	19.5	1	0.17
96	20.5	1	0.17
96	21.5	1	0.17
96	22.5	1	0.18
96	23.5	1	0.18
97	0.5	1	0.18
97	1.5	1	0.18
97	2.5	1	0.18
97	3.5	1	0.18
97	4.5	1	0.18
97	5.5	1	0.18
97	6.5	1	0.19
97	7.5	1	0.19
97	8.5	1	0.19
97	9.5	1	0.19
97	10.5	1	0.19
97	11.5	1	0.19
97	12.5	1	0.19
97	13.5	1	0.2
97	14.5	1	0.2
97	15.5	1	0.2
97	16.5	1	0.2
97	17.5	1	0.2
97	18.5	1	0.2
97	19.5	1	0.2
97	20.5	1	0.2
97	21.5	1	0.21
97	22.5	1	0.21
97	23.5	1	0.21
98	0.5	1	0.21
98	1.5	1	0.21
98	2.5	1	0.21
98	3.5	1	0.21
98	4.5	1	0.22
98	5.5	1	0.22
98	6.5	1	0.22
98	7.5	1	0.22
98	8.5	1	0.22
98	9.5	1	0.22
98	10.5	1	0.22
98	11.5	1	0.22
98	12.5	1	0.23
98	13.5	1	0.23
98	14.5	1	0.23
98	15.5	1	0.23
98	16.5	1	0.23
98	17.5	1	0.23
98	18.5	1	0.23
98	19.5	1	0.24
98	20.5	1	0.24
98	21.5	1	0.24
98	22.5	1	0.24
98	23.5	1	0.24
99	0.5	1	0.24
99	1.5	1	0.24
99	2.5	1	0.24
99	3.5	1	0.25
99	4.5	1	0.25
99	5.5	1	0.25
99	6.5	1	0.25
99	7.5	1	0.25
99	8.5	1	0.25
99	9.5	1	0.25
99	10.5	1	0.26
99	11.5	1	0.26
99	12.5	1	0.26
99	13.5	1	0.26
99	14.5	1	0.26
99	15.5	1	0.26
99	16.5	1	0.26
99	17.5	1	0.26
99	18.5	1	0.27
99	19.5	1	0.27
99	20.5	1	0.27
99	21.5	1	0.27
99	22.5	1	0.27
99	23.5	1	0.27
100	0.5	1	0.27
100	1.5	1	0.28
100	2.5	1	0.28
100	3.5	1	0.28
100	4.5	1	0.28
100	5.5	1	0.28
100	6.5	1	0.28
100	7.5	1	0.28
100	8.5	1	0.28
100	9.5	1	0.29
100	10.5	1	0.29
100	11.5	1	0.29
100	12.5	1	0.29
100	13.5	1	0.29
100	14.5	1	0.29
100	15.5	1	0.29
100	16.5	1	0.3
100	17.5	1	0.3
100	18.5	1	0.3
100	19.5	1	0.3
100	20.5	1	0.3
100	21.5	1	0.3
100	22.5	1	0.3
100	23.5	1	0.31
101	0.5	1	0.31
101	1.5	1	0.31
101	2.5	1	0.31
101	3.5	1	0.31
101	4.5	1	0.31
101	5.5	1	0.31
101	6.5	1	0.31
101	7.5	1	0.32
101	8.5	1	0.32
101	9.5	1	0.32
101	10.5	1	0.32
101	11.5	1	0.32
101	12.5	1	0.32
101	13.5	1	0.32
101	14.5	1	0.33
101	15.5	1	0.33
101	16.5	1	0.33
101	17.5	1	0.33
101	18.5	1	0.33
101	19.5	1	0.33
101	20.5	1	0.33
101	21.5	1	0.33
101	22.5	1	0.34
101	23.5	1	0.34
102	0.5	1	0.34
102	1.5	1	0.34
102	2.5	1	0.34
102	3.5	1	0.34
102	4.5	1	0.34
102	5.5	1	0.35
102	6.5	1	0.35
102	7.5	1	0.35
102	8.5	1	0.35
102	9.5	1	0.35
102	10.5	1	0.35
102	11.5	1	0.35
102	12.5	1	0.35
102	13.5	1	0.36
102	14.5	1	0.36
102	15.5	1	0.36
102	16.5	1	0.36
102	17.5	1	0.36
102	18.5	1	0.36
102	19.5	1	0.36
102	20.5	1	0.37
102	21.5	1	0.37
102	22.5	1	0.37
102	23.5	1	0.37
103	0.5	1	0.37
103	1.5	1	0.37
103	2.5	1	0.37
103	3.5	1	0.37
103	4.5	1	0.38
103	5.5	1	0.38
103	6.5	1	0.38
103	7.5	1	0.38
103	8.5	1	0.38
103	9.5	1	0.38
103	10.5	1	0.38
103	11.5	1	0.39
103	12.5	1	0.39
103	13.5	1	0.39
103	14.5	1	0.39
103	15.5	1	0.39
103	16.5	1	0.39
103	17.5	1	0.39
103	18.5	1	0.39
103	19.5	1	0.4
103	20.5	1	0.4
103	21.5	1	0.4
103	22.5	1	0.4
103	23.5	1	0.4
104	0.5	1	0.4
104	1.5	1	0.4
104	2.5	1	0.41
104	3.5	1	0.41
104	4.5	1	0.41
104	5.5	1	0.41
104	6.5	1	0.41
104	7.5	1	0.41
104	8.5	1	0.41
104	9.5	1	0.42
104	10.5	1	0.42
104	11.5	1	0.42
104	12.5	1	0.42
104	13.5	1	0.42
104	14.5	1	0.42
104	15.5	1	0.42
104	16.5	1	0.42
104	17.5	1	0.43
104	18.5	1	0.43
104	19.5	1	0.43
104	20.5	1	0.43
104	21.5	1	0.43
104	22.5	1	0.43
104	23.5	1	0.43
105	0.5	1	0.44
105	1.5	1	0.44
105	2.5	1	0.44
105	3.5	1	0.44
105	4.5	1	0.44
105	5.5	1	0.44
105	6.5	1	0.44
105	7.5	1	0.44
105	8.5	1	0.45
105	9.5	1	0.45
105	10.5	1	0.45
105	11.5	1	0.45
105	12.5	1	0.45
105	13.5	1	0.45
105	14.5	1	0.45
105	15.5	1	0.46
105	16.5	1	0.46
105	17.5	1	0.46
105	18.5	1	0.46
105	19.5	1	0.46
105	20.5	1	0.46
105	21.5	1	0.46
105	22.5	1	0.46
105	23.5	1	0.47
106	0.5	1	0.47
106	1.5	1	0.47
106	2.5	1	0.47
106	3.5	1	0.47
106	4.5	1	0.47
106	5.5	1	0.47
106	6.5	1	0.48
106	7.5	1	0.48
106	8.5	1	0.48
106	9.5	1	0.48
106	10.5	1	0.48
106	11.5	1	0.48
106	12.5	1	0.48
106	13.5	1	0.48
106	14.5	1	0.49
106	15.5	1	0.49
106	16.5	1	0.49
106	17.5	1	0.49
106	18.5	1	0.49
106	19.5	1	0.49
106	20.5	1	0.49
106	21.5	1	0.5
106	22.5	1	0.5
106	23.5	1	0.5
107	0.5	1	0.5
107	1.5	1	0.5
107	2.5	1	0.5
107	3.5	1	0.5
107	4.5	1	0.5
107	5.5	1	0.51
107	6.5	1	0.51
107	7.5	1	0.51
107	8.5	1	0.51
107	9.5	1	0.51
107	10.5	1	0.51
107	11.5	1	0.51
107	12.5	1	0.52
107	13.5	1	0.52
107	14.5	1	0.52
107	15.5	1	0.52
107	16.5	1	0.52
107	17.5	1	0.52
107	18.5	1	0.52
107	19.5	1	0.53
107	20.5	1	0.53
107	21.5	1	0.53
107	22.5	1	0.53
107	23.5	1	0.53
108	0.5	1	0.53
108	1.5	1	0.53
108	2.5	1	0.53
108	3.5	1	0.54
108	4.5	1	0.54
108	5.5	1	0.54
108	6.5	1	0.54
108	7.5	1	0.54
108	8.5	1	0.54
108	9.5	1	0.54
108	10.5	1	0.55
108	11.5	1	0.55
108	12.5	1	0.55
108	13.5	1	0.55
108	14.5	1	0.55
108	15.5	1	0.55
108	16.5	1	0.55
108	17.5	1	0.55
108	18.5	1	0.56
108	19.5	1	0.56
108	20.5	1	0.56
108	21.5	1	0.56
108	22.5	1	0.56
108	23.5	1	0.56
109	0.5	1	0.56
109	1.5	1	0.57
109	2.5	1	0.57
109	3.5	1	0.57
109	4.5	1	0.57
109	5.5	1	0.57
109	6.5	1	0.57
109	7.5	1	0.57
109	8.5	1	0.57
109	9.5	1	0.58
109	10.5	1	0.58
109	11.5	1	0.58
109	12.5	1	0.58
109	13.5	1	0.58
109	14.5	1	0.58
109	15.5	1	0.58
109	16.5	1	0.59
109	17.5	1	0.59
109	18.5	1	0.59
109	19.5	1	0.59
109	20.5	1	0.59
109	21.5	1	0.59
109	22.5	1	0.59
109	23.5	1	0.59
110	0.5	1	0.6
110	1.5	1	0.6
110	2.5	1	0.6
110	3.5	1	0.6
110	4.5	1	0.6
110	5.5	1	0.6
110	6.5	1	0.6
110	7.5	1	0.61
110	8.5	1	0.61
110	9.5	1	0.61
110	10.5	1	0.61
110	11.5	1	0.61
110	12.5	1	0.61
110	13.5	1	0.61
110	14.5	1	0.61
110	15.5	1	0.62
110	16.5	1	0.62
110	17.5	1	0.62
110	18.5	1	0.62
110	19.5	1	0.62
110	20.5	1	0.62
110	21.5	1	0.62
110	22.5	1	0.63
110	23.5	1	0.63
111	0.5	1	0.63
111	1.5	1	0.63
111	2.5	1	0.63
111	3.5	1	0.63
111	4.5	1	0.63
111	5.5	1	0.64
111	6.5	1	0.64
111	7.5	1	0.64
111	8.5	1	0.64
111	9.5	1	0.64
111	10.5	1	0.64
111	11.5	1	0.64
111	12.5	1	0.64
111	13.5	1	0.65
111	14.5	1	0.65
111	15.5	1	0.65
111	16.5	1	0.65
111	17.5	1	0.65
111	18.5	1	0.65
111	19.5	1	0.65
111	20.5	1	0.66
111	21.5	1	0.66
111	22.5	1	0.66
111	23.5	1	0.66
112	0.5	1	0.66
112	1.5	1	0.66
112	2.5	1	0.66
112	3.5	1	0.66
112	4.5	1	0.67
112	5.5	1	0.67
112	6.5	1	0.67
112	7.5	1	0.67
112	8.5	1	0.67
112	9.5	1	0.67
112	10.5	1	0.67
112	11.5	1	0.68
112	12.5	1	0.68
112	13.5	1	0.68
112	14.5	1	0.68
112	15.5	1	0.68
112	16.5	1	0.68
112	17.5	1	0.68
112	18.5	1	0.68
112	19.5	1	0.69
112	20.5	1	0.69
112	21.5	1	0.69
112	22.5	1	0.69
112	23.5	1	0.69
113	0.5	1	0.69
113	1.5	1	0.69
113	2.5	1	0.7
